year_film,year_ceremony,ceremony,category,name,film,win
2021,2022,79,Best Motion Picture - Foreign Language,Parallel Mothers,,False
2021,2022,79,Best Original Score - Motion Picture,Hans Zimmer,Dune,True
2021,2022,79,Best Original Score - Motion Picture,Alexandre Desplat,The French Dispatch,False
2021,2022,79,Best Original Score - Motion Picture,Germaine Franco,Encanto,False
2021,2022,79,Best Original Score - Motion Picture,Jonny Greenwood,The Power of the Dog,False
2021,2022,79,Best Original Score - Motion Picture,Alberto Iglesias,Parallel Mothers,False
2021,2022,79,Best Original Song - Motion Picture,Finneas O'Connell Billie Eilish,No Time to Die,True
2021,2022,79,Best Original Song - Motion Picture,DIXSON Beyoncé,King Richard,False
2021,2022,79,Best Original Song - Motion Picture,Lin-Manuel Miranda,Encanto,False
2021,2022,79,Best Original Song - Motion Picture,Van Morrison,Belfast,False
2021,2022,79,Best Original Song - Motion Picture,"Carole King, Jamie Hartman, Jennifer Hudson",Respect,False
2021,2022,79,Best Motion Picture - Animated,Encanto,,True
2021,2022,79,Best Motion Picture - Animated,Flee,,False
2021,2022,79,Best Motion Picture - Animated,Luca,,False
2021,2022,79,Best Motion Picture - Animated,My Sunny Maad,,False
2021,2022,79,Best Motion Picture - Animated,Raya and the Last Dragon,,False
2022,2023,80,Best Motion Picture - Drama,The Fabelmans,,True
2022,2023,80,Best Motion Picture - Drama,Avatar: The Way of Water,,False
2022,2023,80,Best Motion Picture - Drama,Elvis,,False
2022,2023,80,Best Motion Picture - Drama,Tár,,False
2022,2023,80,Best Motion Picture - Drama,Top GUn: Maverick,,False
2022,2023,80,Best Motion Picture - Musical or Comedy,The Banshees of Inisherin,,True
2022,2023,80,Best Motion Picture - Musical or Comedy,Babylon,,False
2022,2023,80,Best Motion Picture - Musical or Comedy,Everything Everywhere All at Once,,False
2022,2023,80,Best Motion Picture - Musical or Comedy,Glass Onion: A Knives Out Mystery,,False
2022,2023,80,Best Motion Picture - Musical or Comedy,Triangle of Sadness,,False
2022,2023,80,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,Tár,True
2022,2023,80,Best Performance by an Actress in a Motion Picture - Drama,Olivia Colman,Empire of Light,False
2022,2023,80,Best Performance by an Actress in a Motion Picture - Drama,Viola Davis,The Woman King,False
2022,2023,80,Best Performance by an Actress in a Motion Picture - Drama,Ana de Armas,Blonde,False
2022,2023,80,Best Performance by an Actress in a Motion Picture - Drama,Michelle Williams,The Fabelmans,False
2022,2023,80,Best Performance by an Actor in a Motion Picture - Drama,Austin Butler,Elvis,True
2022,2023,80,Best Performance by an Actor in a Motion Picture - Drama,Brendan Fraser,The Whale,False
2022,2023,80,Best Performance by an Actor in a Motion Picture - Drama,Hugh Jackman,The Son,False
2022,2023,80,Best Performance by an Actor in a Motion Picture - Drama,Bill Nighy,Living,False
2022,2023,80,Best Performance by an Actor in a Motion Picture - Drama,Jeremy Pope,The Inspection,False
2022,2023,80,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Michelle Yeoh,Everything Everywhere All at Once,True
2022,2023,80,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lesley Manville,Mrs. Harris Goes to Paris,False
2022,2023,80,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Margot Robbie,Babylon,False
2022,2023,80,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Anya Taylor-Joy,The Menu,False
2022,2023,80,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Thompson,Leo Grande Good Luck to You,False
2022,2023,80,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Colin Farrell,The Banshees of Inisherin,True
2022,2023,80,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Diego Calva,Babylon,False
2022,2023,80,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Daniel Craig,Glass Onion: A Knives Out Mystery,False
2022,2023,80,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Adam Driver,White Noise,False
2022,2023,80,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ralph Fiennes,The Menu,False
2022,2023,80,Best Performance by an Actress in a Supporting Role in any Motion Picture,Angela Bassett,Black Panther: Wakanda Forever,True
2022,2023,80,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kerry Condon,The Banshees of Inisherin,False
2022,2023,80,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jamie Lee Curtis,Everything Everywhere All at Once,False
2022,2023,80,Best Performance by an Actress in a Supporting Role in any Motion Picture,Dolly de Leon,Triangle of Sadness,False
2022,2023,80,Best Performance by an Actress in a Supporting Role in any Motion Picture,Carey Mulligan,She Said,False
2022,2023,80,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ke Huy Quan,Everything Everywhere All at Once,True
2022,2023,80,Best Performance by an Actor in a Supporting Role in any Motion Picture,Brendan Gleeson,The Banshees of Inisherin,False
2022,2023,80,Best Performance by an Actor in a Supporting Role in any Motion Picture,Barry Keoghan,The Banshees of Inisherin,False
2022,2023,80,Best Performance by an Actor in a Supporting Role in any Motion Picture,Brad Pitt,Babylon,False
2022,2023,80,Best Performance by an Actor in a Supporting Role in any Motion Picture,Eddie Redmayne,The Good Nurse,False
2022,2023,80,Best Director - Motion Picture,Steven Spielberg,The Fabelmans,True
2022,2023,80,Best Director - Motion Picture,James Cameron,Avatar: The Way of Water,False
2022,2023,80,Best Director - Motion Picture,Daniel Scheinert Daniel Kwan,Everything Everywhere All at Once,False
2022,2023,80,Best Director - Motion Picture,Baz Luhrmann,Elvis,False
2022,2023,80,Best Director - Motion Picture,Martin McDonagh,The Banshees of Inisherin,False
2022,2023,80,Best Screenplay - Motion Picture,Martin McDonagh,The Banshees of Inisherin,True
2022,2023,80,Best Screenplay - Motion Picture,Todd Field,Tár,False
2022,2023,80,Best Screenplay - Motion Picture,Daniel Scheinert Daniel Kwan,Everything Everywhere All at Once,False
2022,2023,80,Best Screenplay - Motion Picture,Sarah Polley,Women Talking,False
2022,2023,80,Best Screenplay - Motion Picture,Steven Spielberg,The Fabelmans,False
2022,2023,80,Best Motion Picture - Foreign Language,1985 Argentina,,True
2022,2023,80,Best Motion Picture - Foreign Language,All Quiet on the Western Front,,False
2022,2023,80,Best Motion Picture - Foreign Language,Close,,False
2022,2023,80,Best Motion Picture - Foreign Language,Decision to Leave,,False
2022,2023,80,Best Motion Picture - Foreign Language,RRR,,False
2022,2023,80,Best Original Score - Motion Picture,Justin Hurwitz,Babylon,True
2022,2023,80,Best Original Score - Motion Picture,Carter Burwell,The Banshees of Inisherin,False
2022,2023,80,Best Original Score - Motion Picture,Alexandre Desplat,Guillermo del Toro's Pinocchio,False
2022,2023,80,Best Original Score - Motion Picture,Hildur Guönadóttir,Women Talking,False
2022,2023,80,Best Original Score - Motion Picture,John Williams,The Fabelmans,False
2022,2023,80,Best Original Song - Motion Picture,M. M. Keeravani Chandrabose,RRR,True
2022,2023,80,Best Original Song - Motion Picture,Taylor Swift,Where the Crawdads Sing,False
2022,2023,80,Best Original Song - Motion Picture,Guillermo del Toro's Pinocchio,Guillermo del Toro's Pinocchio,False
2022,2023,80,Best Original Song - Motion Picture,"BloodPop, Benjamin Rice, Lady Gaga",Top Gun: Maverick,False
2022,2023,80,Best Original Song - Motion Picture,"Ludwig Göransson, Rihanna, Ryan Coogler, Tems",Black Panther: Wakanda Forever,False
2022,2023,80,Best Motion Picture - Animated,Guillermo del Toro's Pinocchio,,True
2022,2023,80,Best Motion Picture - Animated,Inu-Oh,,False
2022,2023,80,Best Motion Picture - Animated,Marcel the Shell with Shoes On,,False
2022,2023,80,Best Motion Picture - Animated,Puss in Boots: The Last Wish,,False
2022,2023,80,Best Motion Picture - Animated,Turning Red,,False
