year_film,year_ceremony,ceremony,category,name,film,win
2001,2002,59,Best Motion Picture - Drama,A Beautiful Mind,,True
2001,2002,59,Best Motion Picture - Drama,In the Bedroom,,False
2001,2002,59,Best Motion Picture - Drama,The Lord of the Rings: The Fellowship of the Ring,,False
2001,2002,59,Best Motion Picture - Drama,The Man Who Wasn't There,,False
2001,2002,59,Best Motion Picture - Drama,Mulholland Dr.,,False
2001,2002,59,Best Motion Picture - Musical or Comedy,Moulin Rouge,,True
2001,2002,59,Best Motion Picture - Musical or Comedy,Bridget Jones's Diary,,False
2001,2002,59,Best Motion Picture - Musical or Comedy,Gosford Park,,False
2001,2002,59,Best Motion Picture - Musical or Comedy,Legally Blonde,,False
2001,2002,59,Best Motion Picture - Musical or Comedy,Shrek,,False
2001,2002,59,Best Performance by an Actress in a Motion Picture - Drama,Sissy Spacek,In the Bedroom,True
2001,2002,59,Best Performance by an Actress in a Motion Picture - Drama,Tilda Swinton,The Deep End,False
2001,2002,59,Best Performance by an Actress in a Motion Picture - Drama,Halle Berry,Monster's Ball,False
2001,2002,59,Best Performance by an Actress in a Motion Picture - Drama,Judi Dench,Iris,False
2001,2002,59,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,The Others,False
2001,2002,59,Best Performance by an Actor in a Motion Picture - Drama,Russell Crowe,A Beautiful Mind,True
2001,2002,59,Best Performance by an Actor in a Motion Picture - Drama,Kevin Spacey,The Shipping News,False
2001,2002,59,Best Performance by an Actor in a Motion Picture - Drama,Will Smith,Ali,False
2001,2002,59,Best Performance by an Actor in a Motion Picture - Drama,Billy Bob Thornton,The Man Who Wasn't There,False
2001,2002,59,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,Training Day,False
2001,2002,59,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Nicole Kidman,Moulin Rouge,True
2001,2002,59,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Renée Zellweger,Bridget Jones's Diary,False
2001,2002,59,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Thora Birch,Ghost World,False
2001,2002,59,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cate Blanchett,Bandits,False
2001,2002,59,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Reese Witherspoon,Legally Blonde,False
2001,2002,59,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Gene Hackman,The Royal Tenenbaums,True
2001,2002,59,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Jackman,Kate & Leopold,False
2001,2002,59,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ewan McGregor,Moulin Rouge,False
2001,2002,59,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John Cameron Mitchell,Hedwig and the Angry Inch,False
2001,2002,59,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Billy Bob Thornton,Bandits,False
2001,2002,59,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Connelly,A Beautiful Mind,True
2001,2002,59,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kate Winslet,Iris,False
2001,2002,59,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Vanilla Sky,False
2001,2002,59,Best Performance by an Actress in a Supporting Role in any Motion Picture,Helen Mirren,Gosford Park,False
2001,2002,59,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maggie Smith,Gosford Park,False
2001,2002,59,Best Performance by an Actress in a Supporting Role in any Motion Picture,Marisa Tomei,In the Bedroom,False
2001,2002,59,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jim Broadbent,Iris,True
2001,2002,59,Best Performance by an Actor in a Supporting Role in any Motion Picture,Steve Buscemi,Ghost World,False
2001,2002,59,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hayden Christensen,Life as a House,False
2001,2002,59,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ben Kingsley,Sexy Beast,False
2001,2002,59,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jude Law,A. I.: Artificial Intelligence,False
2001,2002,59,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jon Voight,Ali,False
2001,2002,59,Best Director - Motion Picture,Robert Altman,Gosford Park,True
2001,2002,59,Best Director - Motion Picture,Ron Howard,A Beautiful Mind,False
2001,2002,59,Best Director - Motion Picture,Peter Jackson,The Lord of the Rings: The Fellowship of the Ring,False
2001,2002,59,Best Director - Motion Picture,Baz Luhrmann,Moulin Rouge,False
2001,2002,59,Best Director - Motion Picture,David Lynch,Mulholland Dr.,False
2001,2002,59,Best Director - Motion Picture,Steven Spielberg,A. I.: Artificial Intelligence,False
2001,2002,59,Best Screenplay - Motion Picture,Akiva Goldsman,A Beautiful Mind,True
2001,2002,59,Best Screenplay - Motion Picture,Christopher Nolan,Memento,False
2001,2002,59,Best Screenplay - Motion Picture,David Lynch,Mulholland Dr.,False
2001,2002,59,Best Screenplay - Motion Picture,Julian Fellowes,Gosford Park,False
2001,2002,59,Best Screenplay - Motion Picture,Ethan Coen,The Man Who Wasn't There,False
2001,2002,59,Best Motion Picture - Foreign Language,No Man's Land,Danis Tanovic Bosnia & Herzegovina,True
2001,2002,59,Best Motion Picture - Foreign Language,Amélie,Jean-Pierre Jeunet France,False
2001,2002,59,Best Motion Picture - Foreign Language,Y Tu Mamá También,Alfonso Cuarón Mexico,False
2001,2002,59,Best Motion Picture - Foreign Language,Behind The Sun,Walter Salles Brazil,False
2001,2002,59,Best Motion Picture - Foreign Language,Monsoon Wedding,Mira Nair India,False
2001,2002,59,Best Original Score - Motion Picture,Craig Armstrong,Moulin Rouge,True
2001,2002,59,Best Original Score - Motion Picture,John Williams,A. I.: Artificial Intelligence,False
2001,2002,59,Best Original Score - Motion Picture,Pieter Bourke,Ali,False
2001,2002,59,Best Original Score - Motion Picture,James Horner,A Beautiful Mind,False
2001,2002,59,Best Original Score - Motion Picture,Howard Shore,The Lord of the Rings: The Fellowship of the Ring,False
2001,2002,59,Best Original Score - Motion Picture,Angelo Badalamenti,Mulholland Dr.,False
2001,2002,59,Best Original Score - Motion Picture,Hans Zimmer,Pearl Harbor,False
2001,2002,59,Best Original Score - Motion Picture,Christopher Young,The Shipping News,False
2001,2002,59,Best Original Song - Motion Picture,"Sting ""Until…""",Kate & Leopold,True
2001,2002,59,Best Original Song - Motion Picture,David Baerwald Come What May,Moulin Rouge,False
2001,2002,59,Best Original Song - Motion Picture,"Enya ""May It Be""",The Lord of the Rings: The Fellowship of the Ring,False
2001,2002,59,Best Original Song - Motion Picture,"Diane Warren ""There You'll Be""",Pearl Harbor,False
2001,2002,59,Best Original Song - Motion Picture,"Paul McCartney ""Vanilla Sky""",Vanilla Sky,False
2002,2003,60,Best Motion Picture - Drama,The Hours,,True
2002,2003,60,Best Motion Picture - Drama,About Schmidt,,False
2002,2003,60,Best Motion Picture - Drama,Gangs of New York,,False
2002,2003,60,Best Motion Picture - Drama,The Lord of the Rings: The Two Towers,,False
2002,2003,60,Best Motion Picture - Drama,The Pianist,,False
2002,2003,60,Best Motion Picture - Musical or Comedy,Chicago,,True
2002,2003,60,Best Motion Picture - Musical or Comedy,About a Boy,,False
2002,2003,60,Best Motion Picture - Musical or Comedy,Adaptation,,False
2002,2003,60,Best Motion Picture - Musical or Comedy,My Big Fat Greek Wedding,,False
2002,2003,60,Best Motion Picture - Musical or Comedy,Nicholas Nickleby,,False
2002,2003,60,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,The Hours,True
2002,2003,60,Best Performance by an Actress in a Motion Picture - Drama,Salma Hayek,Frida,False
2002,2003,60,Best Performance by an Actress in a Motion Picture - Drama,Diane Lane,Unfaithful,False
2002,2003,60,Best Performance by an Actress in a Motion Picture - Drama,Julianne Moore,Far From Heaven,False
2002,2003,60,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,The Hours,False
2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson,About Schmidt,True
2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio,Catch Me If You Can,False
2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Adrien Brody,The Pianist,False
2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Michael Caine,The Quiet American,False
2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Gangs of New York,False
2002,2003,60,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Renée Zellweger,Chicago,True
2002,2003,60,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Gyllenhaal,Secretary,False
2002,2003,60,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Goldie Hawn,The Banger Sisters,False
2002,2003,60,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Nia Vardalos,My Big Fat Greek Wedding,False
2002,2003,60,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Catherine Zeta-Jones,Chicago,False
2002,2003,60,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Richard Gere,Chicago,True
2002,2003,60,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Adam Sandler,Punch-Drunk Love,False
2002,2003,60,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Nicolas Cage,Adaptation,False
2002,2003,60,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kieran Culkin,Igby Goes Down,False
2002,2003,60,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Grant,About a Boy,False
2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Meryl Streep,Adaptation,True
2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kathy Bates,About Schmidt,False
2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Gangs of New York,False
2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Queen Latifah,Chicago,False
2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Susan Sarandon,Igby Goes Down,False
2002,2003,60,Best Performance by an Actor in a Supporting Role in any Motion Picture,Chris Cooper,Adaptation,True
2002,2003,60,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ed Harris,The Hours,False
2002,2003,60,Best Performance by an Actor in a Supporting Role in any Motion Picture,Paul Newman,Road to Perdition,False
2002,2003,60,Best Performance by an Actor in a Supporting Role in any Motion Picture,Dennis Quaid,Far From Heaven,False
2002,2003,60,Best Performance by an Actor in a Supporting Role in any Motion Picture,John C. Reilly,Chicago,False
2002,2003,60,Best Director - Motion Picture,Martin Scorsese,Gangs of New York,True
2002,2003,60,Best Director - Motion Picture,Stephen Daldry,The Hours,False
2002,2003,60,Best Director - Motion Picture,Peter Jackson,The Lord of the Rings: The Two Towers,False
2002,2003,60,Best Director - Motion Picture,Spike Jonze,Adaptation,False
2002,2003,60,Best Director - Motion Picture,Rob Marshall,Chicago,False
2002,2003,60,Best Director - Motion Picture,Alexander Payne,About Schmidt,False
2002,2003,60,Best Screenplay - Motion Picture,Jim Taylor Alexander Payne,About Schmidt,True
2002,2003,60,Best Screenplay - Motion Picture,Charlie Kaufman,Adaptation,False
2002,2003,60,Best Screenplay - Motion Picture,Bill Condon,Chicago,False
2002,2003,60,Best Screenplay - Motion Picture,Todd Haynes,Far From Heaven,False
2002,2003,60,Best Screenplay - Motion Picture,David Hare,The Hours,False
2002,2003,60,Best Motion Picture - Foreign Language,Talk To Her,Pedro Almodóvar Spain,True
2002,2003,60,Best Motion Picture - Foreign Language,Balzac and The Little Chinese Seamstress,Sijie Dai France,False
2002,2003,60,Best Motion Picture - Foreign Language,City of God,"Brazil, Fernando Meirelles, Kátia Lund",False
2002,2003,60,Best Motion Picture - Foreign Language,El Crimen del Padre Amaro,Carlos Carrera Mexico,False
2002,2003,60,Best Motion Picture - Foreign Language,Hero,Zhang Yimou China,False
2002,2003,60,Best Motion Picture - Foreign Language,Nowhere in Africa,Caroline Link Germany,False
2002,2003,60,Best Original Score - Motion Picture,Elliot Goldenthal,Frida,True
2002,2003,60,Best Original Score - Motion Picture,Elmer Bernstein,Far From Heaven,False
2002,2003,60,Best Original Score - Motion Picture,Philip Glass,The Hours,False
2002,2003,60,Best Original Score - Motion Picture,Peter Gabriel,Rabbit-Proof Fence,False
2002,2003,60,Best Original Score - Motion Picture,Terence Blanchard,25th Hour,False
2002,2003,60,Best Original Song - Motion Picture,"U2 ""The Hands That Built America""",Gangs of New York,True
2002,2003,60,Best Original Song - Motion Picture,"""Die Another Day"", Madonna, Mirwais Ahmadzaï",Die Another Day,False
2002,2003,60,Best Original Song - Motion Picture,"Paul Simon ""Father and Daughter""",The Wild Thornberrys Movie,False
2002,2003,60,Best Original Song - Motion Picture,"""Here I Am"", Hans Zimmer, Bryan Adams, Gretchen Peters",Spirit: Stallion of the Cimarron,False
2002,2003,60,Best Original Song - Motion Picture,"""Lose Yourself"", Eminem, Jeffrey Bass, Luis Resto",8 Mile,False
2003,2004,61,Best Motion Picture - Drama,The Lord of the Rings: The Return of the King,,True
2003,2004,61,Best Motion Picture - Drama,Cold Mountain,,False
2003,2004,61,Best Motion Picture - Drama,Master and Commander: The Far Side of the World,,False
2003,2004,61,Best Motion Picture - Drama,Mystic River,,False
2003,2004,61,Best Motion Picture - Drama,Seabiscuit,,False
2003,2004,61,Best Motion Picture - Musical or Comedy,Lost in Translation,,True
2003,2004,61,Best Motion Picture - Musical or Comedy,Bend It Like Beckham,,False
2003,2004,61,Best Motion Picture - Musical or Comedy,Big Fish,,False
2003,2004,61,Best Motion Picture - Musical or Comedy,Finding Nemo,,False
2003,2004,61,Best Motion Picture - Musical or Comedy,Love Actually,,False
2003,2004,61,Best Performance by an Actress in a Motion Picture - Drama,Charlize Theron,Monster,True
2003,2004,61,Best Performance by an Actress in a Motion Picture - Drama,Scarlett Johansson,Girl With a Pearl Earring,False
2003,2004,61,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,Cold Mountain,False
2003,2004,61,Best Performance by an Actress in a Motion Picture - Drama,Uma Thurman,Kill Bill (Vol. 1),False
2003,2004,61,Best Performance by an Actress in a Motion Picture - Drama,Evan Rachel Wood,Thirteen,False
2003,2004,61,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,Veronica Guerin,False
2003,2004,61,Best Performance by an Actor in a Motion Picture - Drama,Sean Penn,Mystic River,True
2003,2004,61,Best Performance by an Actor in a Motion Picture - Drama,Russell Crowe,Master and Commander: The Far Side of the World,False
2003,2004,61,Best Performance by an Actor in a Motion Picture - Drama,Tom Cruise,The Last Samurai,False
2003,2004,61,Best Performance by an Actor in a Motion Picture - Drama,Ben Kingsley,House of Sand and Fog,False
2003,2004,61,Best Performance by an Actor in a Motion Picture - Drama,Jude Law,Cold Mountain,False
2003,2004,61,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Diane Keaton,Something's Gotta Give,True
2003,2004,61,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jamie Lee Curtis,Freaky Friday (2003),False
2003,2004,61,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Scarlett Johansson,Lost in Translation,False
2003,2004,61,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Diane Lane,Under The Tuscan Sun,False
2003,2004,61,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Mirren,Calendar Girls,False
2003,2004,61,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bill Murray,Lost in Translation,True
2003,2004,61,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Billy Bob Thornton,Bad Santa,False
2003,2004,61,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Black,The School of Rock,False
2003,2004,61,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,False
2003,2004,61,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Nicholson,Something's Gotta Give,False
2003,2004,61,Best Performance by an Actress in a Supporting Role in any Motion Picture,Renée Zellweger,Cold Mountain,True
2003,2004,61,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patricia Clarkson,Pieces of April,False
2003,2004,61,Best Performance by an Actress in a Supporting Role in any Motion Picture,Hope Davis,American Splendor,False
2003,2004,61,Best Performance by an Actress in a Supporting Role in any Motion Picture,Holly Hunter,Thirteen,False
2003,2004,61,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maria Bello,The Cooler,False
2003,2004,61,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tim Robbins,Mystic River,True
2003,2004,61,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ken Watanabe,The Last Samurai,False
2003,2004,61,Best Performance by an Actor in a Supporting Role in any Motion Picture,Alec Baldwin,The Cooler,False
2003,2004,61,Best Performance by an Actor in a Supporting Role in any Motion Picture,Albert Finney,Big Fish,False
2003,2004,61,Best Performance by an Actor in a Supporting Role in any Motion Picture,William H. Macy,Seabiscuit,False
2003,2004,61,Best Performance by an Actor in a Supporting Role in any Motion Picture,Peter Sarsgaard,Shattered Glass,False
2003,2004,61,Best Director - Motion Picture,Peter Jackson,The Lord of the Rings: The Return of the King,True
2003,2004,61,Best Director - Motion Picture,Sofia Coppola,Lost in Translation,False
2003,2004,61,Best Director - Motion Picture,Clint Eastwood,Mystic River,False
2003,2004,61,Best Director - Motion Picture,Anthony Minghella,Cold Mountain,False
2003,2004,61,Best Director - Motion Picture,Peter Weir,Master and Commander: The Far Side of the World,False
2003,2004,61,Best Screenplay - Motion Picture,Sofia Coppola,Lost in Translation,True
2003,2004,61,Best Screenplay - Motion Picture,Anthony Minghella,Cold Mountain,False
2003,2004,61,Best Screenplay - Motion Picture,Jim Sheridan,In America,False
2003,2004,61,Best Screenplay - Motion Picture,Richard Curtis,Love Actually,False
2003,2004,61,Best Screenplay - Motion Picture,Brian Helgeland,Mystic River,False
2003,2004,61,Best Motion Picture - Foreign Language,Osama,Siddiq Barmak Afghanistan,True
2003,2004,61,Best Motion Picture - Foreign Language,Good Bye Lenin!,Wolfgang Becker Germany,False
2003,2004,61,Best Motion Picture - Foreign Language,Monsieur Ibrahim,François Dupeyron France,False
2003,2004,61,Best Motion Picture - Foreign Language,The Return,Andrey Zvyagintsev  Russia,False
2003,2004,61,Best Motion Picture - Foreign Language,The Barbarian Invasions,Denys Arcand Canada,False
2003,2004,61,Best Original Score - Motion Picture,Howard Shore,The Lord of the Rings: The Return of the King,True
2003,2004,61,Best Original Score - Motion Picture,Gabriel Yared,Cold Mountain,False
2003,2004,61,Best Original Score - Motion Picture,Alexandre Desplat,Girl With a Pearl Earring,False
2003,2004,61,Best Original Score - Motion Picture,Hans Zimmer,The Last Samurai,False
2003,2004,61,Best Original Score - Motion Picture,Danny Elfman,Big Fish,False
2003,2004,61,Best Original Song - Motion Picture,"""Into the West"", Annie Lennox, Howard Shore, Fran Walsh",The Lord of the Rings: The Return of the King,True
2003,2004,61,Best Original Song - Motion Picture,"The Heart of Every Girl, Elton John, Bernie Taupin",Mona Lisa Smile,False
2003,2004,61,Best Original Song - Motion Picture,Eddie Vedder Man of the Hour,Big Fish,False
2003,2004,61,Best Original Song - Motion Picture,"Sting ""You Will Be My Ain True Love""",Cold Mountain,False
2003,2004,61,Best Original Song - Motion Picture,"""Time Enough For Tears"", Bono, Gavin Friday, Maurice Seezer",In America,False
2004,2005,62,Best Motion Picture - Drama,The Aviator,,True
2004,2005,62,Best Motion Picture - Drama,Closer,,False
2004,2005,62,Best Motion Picture - Drama,Finding Neverland,,False
2004,2005,62,Best Motion Picture - Drama,Hotel Rwanda,,False
2004,2005,62,Best Motion Picture - Drama,Kinsey,,False
2004,2005,62,Best Motion Picture - Drama,Million Dollar Baby,,False
2004,2005,62,Best Motion Picture - Musical or Comedy,Sideways,,True
2004,2005,62,Best Motion Picture - Musical or Comedy,Eternal Sunshine of the Spotless Mind,,False
2004,2005,62,Best Motion Picture - Musical or Comedy,The Incredibles,,False
2004,2005,62,Best Motion Picture - Musical or Comedy,Ray,,False
2004,2005,62,Best Motion Picture - Musical or Comedy,The Phantom of the Opera,,False
2004,2005,62,Best Performance by an Actress in a Motion Picture - Drama,Hilary Swank,Million Dollar Baby,True
2004,2005,62,Best Performance by an Actress in a Motion Picture - Drama,Scarlett Johansson,A Love Song For Bobby Long,False
2004,2005,62,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,Birth,False
2004,2005,62,Best Performance by an Actress in a Motion Picture - Drama,Imelda Staunton,Vera Drake,False
2004,2005,62,Best Performance by an Actress in a Motion Picture - Drama,Uma Thurman,Kill Bill (Vol. 2),False
2004,2005,62,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio,The Aviator,True
2004,2005,62,Best Performance by an Actor in a Motion Picture - Drama,Javier Bardem,The Sea Inside,False
2004,2005,62,Best Performance by an Actor in a Motion Picture - Drama,Don Cheadle,Hotel Rwanda,False
2004,2005,62,Best Performance by an Actor in a Motion Picture - Drama,Johnny Depp,Finding Neverland,False
2004,2005,62,Best Performance by an Actor in a Motion Picture - Drama,Liam Neeson,Kinsey,False
2004,2005,62,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annette Bening,Being Julia,True
2004,2005,62,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ashley Judd,De-Lovely,False
2004,2005,62,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Renée Zellweger,Bridget Jones: The Edge Of Reason,False
2004,2005,62,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Kate Winslet,Eternal Sunshine of the Spotless Mind,False
2004,2005,62,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emmy Rossum,The Phantom of the Opera,False
2004,2005,62,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jamie Foxx,Ray,True
2004,2005,62,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Paul Giamatti,Sideways,False
2004,2005,62,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Kline,De-Lovely,False
2004,2005,62,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Spacey,Beyond the Sea,False
2004,2005,62,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jim Carrey,Eternal Sunshine of the Spotless Mind,False
2004,2005,62,Best Performance by an Actress in a Supporting Role in any Motion Picture,Natalie Portman,Closer,True
2004,2005,62,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cate Blanchett,The Aviator,False
2004,2005,62,Best Performance by an Actress in a Supporting Role in any Motion Picture,Laura Linney,Kinsey,False
2004,2005,62,Best Performance by an Actress in a Supporting Role in any Motion Picture,Virginia Madsen,Sideways,False
2004,2005,62,Best Performance by an Actress in a Supporting Role in any Motion Picture,Meryl Streep,The Manchurian Candidate (2004),False
2004,2005,62,Best Performance by an Actor in a Supporting Role in any Motion Picture,Clive Owen,Closer,True
2004,2005,62,Best Performance by an Actor in a Supporting Role in any Motion Picture,Thomas Haden Church,Sideways,False
2004,2005,62,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jamie Foxx,Collateral,False
2004,2005,62,Best Performance by an Actor in a Supporting Role in any Motion Picture,Morgan Freeman,Million Dollar Baby,False
2004,2005,62,Best Performance by an Actor in a Supporting Role in any Motion Picture,David Carradine,Kill Bill (Vol. 2),False
2004,2005,62,Best Director - Motion Picture,Clint Eastwood,Million Dollar Baby,True
2004,2005,62,Best Director - Motion Picture,Marc Forster,Finding Neverland,False
2004,2005,62,Best Director - Motion Picture,Mike Nichols,Closer,False
2004,2005,62,Best Director - Motion Picture,Martin Scorsese,The Aviator,False
2004,2005,62,Best Director - Motion Picture,Alexander Payne,Sideways,False
2004,2005,62,Best Screenplay - Motion Picture,Jim Taylor Alexander Payne,Sideways,True
2004,2005,62,Best Screenplay - Motion Picture,Charlie Kaufman,Eternal Sunshine of the Spotless Mind,False
2004,2005,62,Best Screenplay - Motion Picture,John Logan,The Aviator,False
2004,2005,62,Best Screenplay - Motion Picture,David Magee,Finding Neverland,False
2004,2005,62,Best Screenplay - Motion Picture,Patrick Marber,Closer,False
2004,2005,62,Best Motion Picture - Foreign Language,The Sea Inside,Alejandro Amenábar Spain,True
2004,2005,62,Best Motion Picture - Foreign Language,House of Flying Daggers,Zhang Yimou China,False
2004,2005,62,Best Motion Picture - Foreign Language,A Very Long Engagement,Jean-Pierre Jeunet France,False
2004,2005,62,Best Motion Picture - Foreign Language,The Motorcycle Diaries,Walter Salles Brazil,False
2004,2005,62,Best Motion Picture - Foreign Language,The Chorus (Les Choristes),Christophe Barratier France,False
2004,2005,62,Best Original Score - Motion Picture,Howard Shore,The Aviator,True
2004,2005,62,Best Original Score - Motion Picture,Hans Zimmer,Spanglish,False
2004,2005,62,Best Original Score - Motion Picture,Jan A.P. Kaczmarek,Finding Neverland,False
2004,2005,62,Best Original Score - Motion Picture,Rolfe Kent,Sideways,False
2004,2005,62,Best Original Score - Motion Picture,Clint Eastwood,Million Dollar Baby,False
2004,2005,62,Best Original Song - Motion Picture,"""Old Habits Die Hard"", Dave Stewart, Mick Jagger",Alfie (2004),True
2004,2005,62,Best Original Song - Motion Picture,"""Million Voices"", Wyclef Jean, Jerry 'Wonder' Duplessis, Andrea Guerra",Hotel Rwanda,False
2004,2005,62,Best Original Song - Motion Picture,"Believe, Alan Silvestri, Glen Ballard",The Polar Express,False
2004,2005,62,Best Original Song - Motion Picture,"""Learn to Be Lonely"", Andrew Lloyd Webber, Charles Hart",The Phantom of the Opera,False
2004,2005,62,Best Original Song - Motion Picture,"""Accidentally In Love"", Adam Duritz, Dan Vickery, David Immerglück, Matthew Malley, David Bryson",Shrek 2,False
2005,2006,63,Best Motion Picture - Drama,Brokeback Mountain,,True
2005,2006,63,Best Motion Picture - Drama,Match Point,,False
2005,2006,63,Best Motion Picture - Drama,The Constant Gardener,,False
2005,2006,63,Best Motion Picture - Drama,and Good Luck Good Night,,False
2005,2006,63,Best Motion Picture - Drama,A History of Violence,,False
2005,2006,63,Best Motion Picture - Musical or Comedy,Walk The Line,,True
2005,2006,63,Best Motion Picture - Musical or Comedy,Mrs. Henderson Presents,,False
2005,2006,63,Best Motion Picture - Musical or Comedy,Pride & Prejudice,,False
2005,2006,63,Best Motion Picture - Musical or Comedy,The Producers,,False
2005,2006,63,Best Motion Picture - Musical or Comedy,The Squid and the Whale,,False
2005,2006,63,Best Performance by an Actress in a Motion Picture - Drama,Felicity Huffman,Transamerica,True
2005,2006,63,Best Performance by an Actress in a Motion Picture - Drama,Maria Bello,A History of Violence,False
2005,2006,63,Best Performance by an Actress in a Motion Picture - Drama,Gwyneth Paltrow,Proof,False
2005,2006,63,Best Performance by an Actress in a Motion Picture - Drama,Charlize Theron,North Country,False
2005,2006,63,Best Performance by an Actress in a Motion Picture - Drama,Ziyi Zhang,Memoirs of a Geisha,False
2005,2006,63,Best Performance by an Actor in a Motion Picture - Drama,Philip Seymour Hoffman,Capote,True
2005,2006,63,Best Performance by an Actor in a Motion Picture - Drama,Heath Ledger,Brokeback Mountain,False
2005,2006,63,Best Performance by an Actor in a Motion Picture - Drama,David Strathairn,and Good Luck Good Night,False
2005,2006,63,Best Performance by an Actor in a Motion Picture - Drama,Russell Crowe,Cinderella Man,False
2005,2006,63,Best Performance by an Actor in a Motion Picture - Drama,Terrence Howard,Hustle & Flow,False
2005,2006,63,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Reese Witherspoon,Walk The Line,True
2005,2006,63,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Judi Dench,Mrs. Henderson Presents,False
2005,2006,63,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Keira Knightley,Pride & Prejudice,False
2005,2006,63,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Laura Linney,The Squid and the Whale,False
2005,2006,63,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sarah Jessica Parker,The Family Stone,False
