year_film,year_ceremony,ceremony,category,name,film,winner,film_awards,gender,race,country,continent
2019,2020,92,Animated Feature Film,"Jérémy Clapin, Marc du Pontavice",I Lost My Body,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2019,2020,92,Animated Feature Film,"Jinko Gotoh, Marisa Román, Sergio Pablos",Klaus,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2019,2020,92,Animated Feature Film,"Arianne Sutner, Chris Butler, Travis Knight",Missing Link,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 0}",F - M,White,,
2019,2020,92,Animated Feature Film,"Jonas Rivera, Josh Cooley, Mark Nielsen",Toy Story 4,True,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,H - W,,
2019,2020,92,Costume Design,"Christopher Peterson, Sandy Powell",The Irishman,False,"{'nomsBaftas': 10, 'nomsGoldenGlobes': 5, 'nomsOscars': 10, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",F - M,White,,
2019,2020,92,Costume Design,Mayes C. Rubeo,Jojo Rabbit,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 2, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Female,Hispanic,,
2019,2020,92,Costume Design,Mark Bridges,Joker,False,"{'nomsBaftas': 8, 'nomsGoldenGlobes': 2, 'nomsOscars': 9, 'winsBaftas': 3, 'winsGoldenGlobes': 2, 'winsOscars': 2}",Male,White,,
2019,2020,92,Costume Design,Jacqueline Durran,Little Women,True,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 2, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Female,White,,
2019,2020,92,Costume Design,Arianne Phillips,Once upon a Time...in Hollywood,False,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 2, 'nomsOscars': 8, 'winsBaftas': 1, 'winsGoldenGlobes': 3, 'winsOscars': 2}",Female,White,,
2019,2020,92,Directing,Martin Scorsese,The Irishman,False,"{'nomsBaftas': 10, 'nomsGoldenGlobes': 5, 'nomsOscars': 10, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2019,2020,92,Directing,Todd Phillips,Joker,False,"{'nomsBaftas': 8, 'nomsGoldenGlobes': 2, 'nomsOscars': 9, 'winsBaftas': 3, 'winsGoldenGlobes': 2, 'winsOscars': 2}",Male,White,,
2019,2020,92,Directing,Sam Mendes,1917,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 7, 'winsBaftas': 7, 'winsGoldenGlobes': 2, 'winsOscars': 3}",Male,White,,
2019,2020,92,Directing,Quentin Tarantino,Once upon a Time...in Hollywood,False,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 2, 'nomsOscars': 8, 'winsBaftas': 1, 'winsGoldenGlobes': 3, 'winsOscars': 2}",Male,White,,
2019,2020,92,Directing,Bong Joon Ho,Parasite,True,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 2, 'nomsOscars': 2, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 4}",Male,Asian,,
2019,2020,92,International Feature Film,Jan Komasa,Corpus Christi,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,Poland,Europe
2019,2020,92,International Feature Film,Tamara Kotevska,Honeyland,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,North Macedonia,Europe
2019,2020,92,International Feature Film,Ladj Ly,Les Misérables,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 0, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Black,France,Europe
2019,2020,92,International Feature Film,Pedro Almodóvar,Pain and Glory,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 2, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,Spain,Europe
2019,2020,92,International Feature Film,Bong Joon-ho,Parasite,True,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 2, 'nomsOscars': 2, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 4}",Male,Asian,South Korea,Asia
2019,2020,92,Makeup and Hairstyling,"Anne Morgan, Kazu Hiro, Vivian Baker",Bombshell,True,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 2, 'nomsOscars': 2, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 1}",F - M,A - W,,
2019,2020,92,Makeup and Hairstyling,"Kay Georgiou, Nicki Ledermann",Joker,False,"{'nomsBaftas': 8, 'nomsGoldenGlobes': 2, 'nomsOscars': 9, 'winsBaftas': 3, 'winsGoldenGlobes': 2, 'winsOscars': 2}",F - M,White,,
2019,2020,92,Makeup and Hairstyling,Jeremy Woodhead,Judy,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,White,,
2019,2020,92,Makeup and Hairstyling,"Arjen Tuiten, David White, Paul Gooch",Maleficent: Mistress of Evil,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2019,2020,92,Makeup and Hairstyling,"Naomi Donne, Rebecca Cole, Tristan Versluis",1917,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 7, 'winsBaftas': 7, 'winsGoldenGlobes': 2, 'winsOscars': 3}",F - M,White,,
2019,2020,92,Music (Original Score),Hildur Guðnadóttir,Joker,True,"{'nomsBaftas': 8, 'nomsGoldenGlobes': 2, 'nomsOscars': 9, 'winsBaftas': 3, 'winsGoldenGlobes': 2, 'winsOscars': 2}",Female,White,,
2019,2020,92,Music (Original Score),Alexandre Desplat,Little Women,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 2, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2019,2020,92,Music (Original Score),Randy Newman,Marriage Story,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 5, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,White,,
2019,2020,92,Music (Original Score),Thomas Newman,1917,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 7, 'winsBaftas': 7, 'winsGoldenGlobes': 2, 'winsOscars': 3}",Male,White,,
2019,2020,92,Music (Original Score),John Williams,Star Wars: The Rise of Skywalker,False,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 0, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2019,2020,92,Writing (Adapted Screenplay),Steven Zaillian,The Irishman,False,"{'nomsBaftas': 10, 'nomsGoldenGlobes': 5, 'nomsOscars': 10, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2019,2020,92,Writing (Adapted Screenplay),Taika Waititi,Jojo Rabbit,True,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 2, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2019,2020,92,Writing (Adapted Screenplay),"Scott Silver, Todd Phillips",Joker,False,"{'nomsBaftas': 8, 'nomsGoldenGlobes': 2, 'nomsOscars': 9, 'winsBaftas': 3, 'winsGoldenGlobes': 2, 'winsOscars': 2}",Male,White,,
2019,2020,92,Writing (Adapted Screenplay),Greta Gerwig,Little Women,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 2, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Female,White,,
2019,2020,92,Writing (Adapted Screenplay),Anthony McCarten,The Two Popes,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 4, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2019,2020,92,Writing (Original Screenplay),Rian Johnson,Knives Out,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 3, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2019,2020,92,Writing (Original Screenplay),Noah Baumbach,Marriage Story,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 5, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,White,,
2019,2020,92,Writing (Original Screenplay),"Krysty Wilson-Cairns, Sam Mendes",1917,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 7, 'winsBaftas': 7, 'winsGoldenGlobes': 2, 'winsOscars': 3}",F - M,White,,
2019,2020,92,Writing (Original Screenplay),Quentin Tarantino,Once upon a Time...in Hollywood,False,"{'nomsBaftas': 9, 'nomsGoldenGlobes': 2, 'nomsOscars': 8, 'winsBaftas': 1, 'winsGoldenGlobes': 3, 'winsOscars': 2}",Male,White,,
2019,2020,92,Writing (Original Screenplay),"Bong Joon Ho, Han Jin Won",Parasite,True,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 2, 'nomsOscars': 2, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 4}",Male,Asian,,
2020,2021,93,Actor in a Leading Role,Riz Ahmed,Sound of Metal,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 4, 'winsBaftas': 2, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Male,Middle Eastern,,
2020,2021,93,Actor in a Leading Role,Chadwick Boseman,Ma Rainey's Black Bottom,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 3, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 2}",Male,Black,,
2020,2021,93,Actor in a Leading Role,Anthony Hopkins,The Father,True,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 4, 'nomsOscars': 4, 'winsBaftas': 2, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Male,White,,
2020,2021,93,Actor in a Leading Role,Gary Oldman,Mank,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 6, 'nomsOscars': 8, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Male,White,,
2020,2021,93,Actor in a Leading Role,Steven Yeun,Minari,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 0, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,Asian,,
2020,2021,93,Actor in a Supporting Role,Sacha Baron Cohen,The Trial of the Chicago 7,False,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 4, 'nomsOscars': 6, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 0}",Male,Middle Eastern,,
2020,2021,93,Actor in a Supporting Role,Daniel Kaluuya,Judas and the Black Messiah,True,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 1, 'nomsOscars': 4, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 2}",Male,Black,,
2020,2021,93,Actor in a Supporting Role,"Leslie Odom, Jr.",One Night in Miami...,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 3, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",,,,
2020,2021,93,Actor in a Supporting Role,Paul Raci,Sound of Metal,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 4, 'winsBaftas': 2, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Male,White,,
2020,2021,93,Actor in a Supporting Role,Lakeith Stanfield,Judas and the Black Messiah,False,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 1, 'nomsOscars': 4, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 2}",Male,Black,,
2020,2021,93,Actress in a Leading Role,Viola Davis,Ma Rainey's Black Bottom,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 3, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 2}",Female,Black,,
2020,2021,93,Actress in a Leading Role,Andra Day,The United States vs. Billie Holiday,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 0}",Female,Black,,
2020,2021,93,Actress in a Leading Role,Vanessa Kirby,Pieces of a Woman,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2020,2021,93,Actress in a Leading Role,Frances McDormand,Nomadland,True,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 2, 'nomsOscars': 3, 'winsBaftas': 4, 'winsGoldenGlobes': 2, 'winsOscars': 3}",Female,White,,
2020,2021,93,Actress in a Leading Role,Carey Mulligan,Promising Young Woman,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 4, 'nomsOscars': 4, 'winsBaftas': 2, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Female,White,,
2020,2021,93,Actress in a Supporting Role,Maria Bakalova,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 2, 'winsOscars': 0}",Female,White,,
2020,2021,93,Actress in a Supporting Role,Glenn Close,Hillbilly Elegy,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2020,2021,93,Actress in a Supporting Role,Olivia Colman,The Father,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 4, 'nomsOscars': 4, 'winsBaftas': 2, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Female,White,,
2020,2021,93,Actress in a Supporting Role,Amanda Seyfried,Mank,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 6, 'nomsOscars': 8, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Female,White,,
2020,2021,93,Actress in a Supporting Role,Yuh-Jung Youn,Minari,True,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 0, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Female,Asian,,
2020,2021,93,Animated Feature Film,"Dan Scanlon, Kori Rae",Onward,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",F - M,White,,
2020,2021,93,Animated Feature Film,"Gennie Rim, Glen Keane, Peilin Chou",Over the Moon,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",F - M,A - W,,
2020,2021,93,Animated Feature Film,"Paul Kewley, Richard Phelan, Will Becher",A Shaun the Sheep Movie: Farmageddon,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2020,2021,93,Animated Feature Film,"Dana Murray, Pete Docter",Soul,True,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 2, 'winsGoldenGlobes': 2, 'winsOscars': 2}",F - M,White,,
2020,2021,93,Animated Feature Film,"Paul Young, Ross Stewart, Stéphan Roelants, Tomm Moore",Wolfwalkers,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2020,2021,93,Costume Design,Alexandra Byrne,Emma,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2020,2021,93,Costume Design,Ann Roth,Ma Rainey's Black Bottom,True,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 3, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 2}",Female,White,,
2020,2021,93,Costume Design,Trish Summerville,Mank,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 6, 'nomsOscars': 8, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Female,White,,
2020,2021,93,Costume Design,Bina Daigeler,Mulan,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2020,2021,93,Costume Design,Massimo Cantini Parrini,Pinocchio,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2020,2021,93,Directing,Thomas Vinterberg,Another Round,False,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,,
2020,2021,93,Directing,David Fincher,Mank,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 6, 'nomsOscars': 8, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Male,White,,
2020,2021,93,Directing,Lee Isaac Chung,Minari,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 0, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,Asian,,
2020,2021,93,Directing,Chloé Zhao,Nomadland,True,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 2, 'nomsOscars': 3, 'winsBaftas': 4, 'winsGoldenGlobes': 2, 'winsOscars': 3}",Female,Asian,,
2020,2021,93,Directing,Emerald Fennell,Promising Young Woman,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 4, 'nomsOscars': 4, 'winsBaftas': 2, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Female,White,,
2020,2021,93,International Feature Film,Thomas Vinterberg,Another Round,True,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 1, 'nomsOscars': 1, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Male,White,Denmark,Europe
2020,2021,93,International Feature Film,Derek Tsang,Better Days,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Asian,Hong Kong,Asia
2020,2021,93,International Feature Film,Alexander Nanau,Collective,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,Romania,Europe
2020,2021,93,International Feature Film,Kaouther Ben Hania,The Man Who Sold His Skin,False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,Middle Eastern,Tunisia,Africa
2020,2021,93,International Feature Film,Jasmila Zbanic,"Quo Vadis, Aida?",False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,Bosnia and Herzegovina,Europe
2020,2021,93,Makeup and Hairstyling,"Claudia Stolze, Laura Allen, Marese Langan",Emma,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Female,White,,
2020,2021,93,Makeup and Hairstyling,"Eryn Krueger Mekash, Matthew Mungle, Patricia Dehaney",Hillbilly Elegy,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",F - M,White,,
2020,2021,93,Makeup and Hairstyling,"Jamika Wilson, Mia Neal, Sergio Lopez-Rivera",Ma Rainey's Black Bottom,True,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 3, 'winsBaftas': 2, 'winsGoldenGlobes': 1, 'winsOscars': 2}",F - M,B - W,,
2020,2021,93,Makeup and Hairstyling,"Colleen LaBaff, Gigi Williams, Kimberley Spiteri",Mank,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 6, 'nomsOscars': 8, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Female,White,,
2020,2021,93,Makeup and Hairstyling,"Dalia Colli, Francesco Pegoretti, Mark Coulier",Pinocchio,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",F - M,White,,
2020,2021,93,Music (Original Score),Terence Blanchard,Da 5 Bloods,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Black,,
2020,2021,93,Music (Original Score),"Atticus Ross, Trent Reznor",Mank,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 6, 'nomsOscars': 8, 'winsBaftas': 1, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Male,White,,
2020,2021,93,Music (Original Score),Emile Mosseri,Minari,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 0, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,White,,
2020,2021,93,Music (Original Score),James Newton Howard,News of the World,False,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 2, 'nomsOscars': 4, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,White,,
2020,2021,93,Music (Original Score),"Atticus Ross, Jon Batiste, Trent Reznor",Soul,True,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 2, 'winsGoldenGlobes': 2, 'winsOscars': 2}",Male,B - W,,
2020,2021,93,Writing (Adapted Screenplay),"Anthony Hines, Dan Mazer, Dan Swimer, Erica Rivinoja, Jena Friedman, Lee Kern, Nina Pedrad, Peter Baynham, Sacha Baron Cohen",Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 2, 'winsBaftas': 0, 'winsGoldenGlobes': 2, 'winsOscars': 0}",F - M,ME - W,,
2020,2021,93,Writing (Adapted Screenplay),"Christopher Hampton, Florian Zeller",The Father,True,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 4, 'nomsOscars': 4, 'winsBaftas': 2, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Male,White,,
2020,2021,93,Writing (Adapted Screenplay),Chloé Zhao,Nomadland,False,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 2, 'nomsOscars': 3, 'winsBaftas': 4, 'winsGoldenGlobes': 2, 'winsOscars': 3}",Female,Asian,,
2020,2021,93,Writing (Adapted Screenplay),Kemp Powers,One Night in Miami...,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 3, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Black,,
2020,2021,93,Writing (Adapted Screenplay),Ramin Bahrani,The White Tiger,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 0, 'nomsOscars': 1, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Middle Eastern,,
2020,2021,93,Writing (Original Screenplay),"Keith Lucas, Kenny Lucas, Shaka King, Will Berson",Judas and the Black Messiah,False,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 1, 'nomsOscars': 4, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 2}",Male,B - W,,
2020,2021,93,Writing (Original Screenplay),Lee Isaac Chung,Minari,False,"{'nomsBaftas': 5, 'nomsGoldenGlobes': 0, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,Asian,,
2020,2021,93,Writing (Original Screenplay),Emerald Fennell,Promising Young Woman,True,"{'nomsBaftas': 4, 'nomsGoldenGlobes': 4, 'nomsOscars': 4, 'winsBaftas': 2, 'winsGoldenGlobes': 0, 'winsOscars': 1}",Female,White,,
2020,2021,93,Writing (Original Screenplay),"Abraham Marder, Darius Marder, Derek Cianfrance",Sound of Metal,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 1, 'nomsOscars': 4, 'winsBaftas': 2, 'winsGoldenGlobes': 0, 'winsOscars': 2}",Male,White,,
2020,2021,93,Writing (Original Screenplay),Aaron Sorkin,The Trial of the Chicago 7,False,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 4, 'nomsOscars': 6, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 0}",Male,White,,
2021,2022,94,Actor in a Leading Role,Javier Bardem,Being the Ricardos,False,"{'nomsBaftas': 2, 'nomsGoldenGlobes': 2, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 0}",Male,Hispanic,,
2021,2022,94,Actor in a Leading Role,Benedict Cumberbatch,The Power of the Dog,False,"{'nomsBaftas': 6, 'nomsGoldenGlobes': 4, 'nomsOscars': 11, 'winsBaftas': 2, 'winsGoldenGlobes': 3, 'winsOscars': 1}",Male,White,,
2021,2022,94,Actor in a Leading Role,Andrew Garfield,"tick, tick...BOOM!",False,"{'nomsBaftas': 0, 'nomsGoldenGlobes': 1, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 1, 'winsOscars': 0}",Male,White,,
2021,2022,94,Actor in a Leading Role,Will Smith,King Richard,True,"{'nomsBaftas': 3, 'nomsGoldenGlobes': 3, 'nomsOscars': 5, 'winsBaftas': 1, 'winsGoldenGlobes': 1, 'winsOscars': 1}",Male,Black,,
2021,2022,94,Actor in a Leading Role,Denzel Washington,The Tragedy of Macbeth,False,"{'nomsBaftas': 1, 'nomsGoldenGlobes': 1, 'nomsOscars': 3, 'winsBaftas': 0, 'winsGoldenGlobes': 0, 'winsOscars': 0}",Male,Black,,
